word,concreteness,predicted,fold,k,weighting,embedding
diversion,2.67,2.659652229093114,3,35,distance,crawl-300d-2M-subword.bin
divinity,1.9,2.0811528317203893,3,35,distance,crawl-300d-2M-subword.bin
documentation,3.55,2.9393534638267904,3,35,distance,crawl-300d-2M-subword.bin
dominance,2.53,2.3538606211829953,3,35,distance,crawl-300d-2M-subword.bin
domination,2.81,2.3079857800266588,3,35,distance,crawl-300d-2M-subword.bin
dorm,4.41,4.5420891829816314,3,35,distance,crawl-300d-2M-subword.bin
downtime,1.93,2.650116822691637,3,35,distance,crawl-300d-2M-subword.bin
drug,4.48,3.9665416779052936,3,35,distance,crawl-300d-2M-subword.bin
dualism,2.19,1.9084301165051485,3,35,distance,crawl-300d-2M-subword.bin
duality,1.93,2.062203073511809,3,35,distance,crawl-300d-2M-subword.bin
dude,3.93,4.148363098806811,3,35,distance,crawl-300d-2M-subword.bin
dungeon,4.32,4.3516677661849625,3,35,distance,crawl-300d-2M-subword.bin
duplication,3.3,2.456390383615687,3,35,distance,crawl-300d-2M-subword.bin
duration,2.08,2.5936292721146743,3,35,distance,crawl-300d-2M-subword.bin
dynasty,2.46,3.0478424565046445,3,35,distance,crawl-300d-2M-subword.bin
ecologist,3.68,3.8960671780561795,3,35,distance,crawl-300d-2M-subword.bin
economics,1.77,2.6113050134097007,3,35,distance,crawl-300d-2M-subword.bin
edifice,3.64,3.9183708874196497,3,35,distance,crawl-300d-2M-subword.bin
eel,4.69,4.81043254928069,3,35,distance,crawl-300d-2M-subword.bin
effect,1.8,2.3506748013473717,3,35,distance,crawl-300d-2M-subword.bin
electorate,2.67,2.935156983281042,3,35,distance,crawl-300d-2M-subword.bin
emergency,2.41,3.0127326065076736,3,35,distance,crawl-300d-2M-subword.bin
emission,3.33,3.2136952358776565,3,35,distance,crawl-300d-2M-subword.bin
emperor,4.35,3.9426455894852173,3,35,distance,crawl-300d-2M-subword.bin
ending,2.31,2.7390503440547005,3,35,distance,crawl-300d-2M-subword.bin
enemy,2.83,3.502763232850417,3,35,distance,crawl-300d-2M-subword.bin
engagement,2.75,2.5135500256128864,3,35,distance,crawl-300d-2M-subword.bin
enlightenment,1.5,2.0841276776425155,3,35,distance,crawl-300d-2M-subword.bin
entertainment,2.92,3.2482780317821294,3,35,distance,crawl-300d-2M-subword.bin
enthusiasm,2.34,2.038919773283171,3,35,distance,crawl-300d-2M-subword.bin
entitlement,1.79,2.1294289206024586,3,35,distance,crawl-300d-2M-subword.bin
entrance,4.23,4.404879278038212,3,35,distance,crawl-300d-2M-subword.bin
entry,3.62,3.510160439285597,3,35,distance,crawl-300d-2M-subword.bin
envoy,3.5,3.957204702080565,3,35,distance,crawl-300d-2M-subword.bin
epilepsy,3.29,3.2499957692878367,3,35,distance,crawl-300d-2M-subword.bin
epiphany,1.6,2.2570296997612203,3,35,distance,crawl-300d-2M-subword.bin
epitome,1.8,2.5077770638173766,3,35,distance,crawl-300d-2M-subword.bin
equation,3.65,2.6106357854745337,3,35,distance,crawl-300d-2M-subword.bin
era,2.24,2.643736560515605,3,35,distance,crawl-300d-2M-subword.bin
error,2.68,2.238840083264901,3,35,distance,crawl-300d-2M-subword.bin
essay,3.97,3.5943482723535713,3,35,distance,crawl-300d-2M-subword.bin
essence,1.66,2.160190160047857,3,35,distance,crawl-300d-2M-subword.bin
estate,4.11,3.8373981227930902,3,35,distance,crawl-300d-2M-subword.bin
evaluation,3.0,2.556408936631108,3,35,distance,crawl-300d-2M-subword.bin
evaluator,2.96,3.784371941595324,3,35,distance,crawl-300d-2M-subword.bin
event,2.69,3.361583131701795,3,35,distance,crawl-300d-2M-subword.bin
examination,3.93,2.8847320220644304,3,35,distance,crawl-300d-2M-subword.bin
excellence,2.2,2.0681094216472187,3,35,distance,crawl-300d-2M-subword.bin
exclusion,2.07,2.23148755450982,3,35,distance,crawl-300d-2M-subword.bin
exhortation,2.04,2.5858101036934387,3,35,distance,crawl-300d-2M-subword.bin
expectancy,1.85,2.104046507906309,3,35,distance,crawl-300d-2M-subword.bin
expo,3.21,3.874576151268634,3,35,distance,crawl-300d-2M-subword.bin
exporter,3.5,3.704965323693382,3,35,distance,crawl-300d-2M-subword.bin
exposure,2.39,2.6994287651516315,3,35,distance,crawl-300d-2M-subword.bin
expression,2.54,2.3905434754922705,3,35,distance,crawl-300d-2M-subword.bin
extermination,2.37,2.8219643394592517,3,35,distance,crawl-300d-2M-subword.bin
extravaganza,2.58,3.041574337841012,3,35,distance,crawl-300d-2M-subword.bin
extremity,3.07,2.821232217867245,3,35,distance,crawl-300d-2M-subword.bin
eyebrow,4.85,4.744281974279219,3,35,distance,crawl-300d-2M-subword.bin
eyewitness,3.61,3.539171233016934,3,35,distance,crawl-300d-2M-subword.bin
fable,3.07,2.5659101432526015,3,35,distance,crawl-300d-2M-subword.bin
facilitator,2.96,3.750984266894316,3,35,distance,crawl-300d-2M-subword.bin
facility,3.58,3.944990998141975,3,35,distance,crawl-300d-2M-subword.bin
factory,4.76,4.081884008991029,3,35,distance,crawl-300d-2M-subword.bin
faithfulness,1.72,1.9167631586022431,3,35,distance,crawl-300d-2M-subword.bin
familiarity,2.14,2.026814474797809,3,35,distance,crawl-300d-2M-subword.bin
family,4.23,3.996730002273183,3,35,distance,crawl-300d-2M-subword.bin
fanfare,3.36,2.512262522541219,3,35,distance,crawl-300d-2M-subword.bin
farewell,2.21,3.271072632917947,3,35,distance,crawl-300d-2M-subword.bin
farmer,4.54,4.3884086881974484,3,35,distance,crawl-300d-2M-subword.bin
farming,3.46,3.684402568540682,3,35,distance,crawl-300d-2M-subword.bin
fascination,1.89,2.0446676199743226,3,35,distance,crawl-300d-2M-subword.bin
fate,1.53,2.2666317121930266,3,35,distance,crawl-300d-2M-subword.bin
feat,2.44,2.4396846902205565,3,35,distance,crawl-300d-2M-subword.bin
fee,3.89,2.9327016872556397,3,35,distance,crawl-300d-2M-subword.bin
feeder,4.36,4.529088709714874,3,35,distance,crawl-300d-2M-subword.bin
fellowship,2.28,3.0561283766574374,3,35,distance,crawl-300d-2M-subword.bin
fern,5.0,4.732482866729834,3,35,distance,crawl-300d-2M-subword.bin
fetus,4.62,4.340182183847565,3,35,distance,crawl-300d-2M-subword.bin
fieldwork,3.61,2.9479502895268177,3,35,distance,crawl-300d-2M-subword.bin
filth,4.14,3.1402381890919124,3,35,distance,crawl-300d-2M-subword.bin
fireball,4.32,4.337281570464942,3,35,distance,crawl-300d-2M-subword.bin
fishery,4.52,4.150698206501276,3,35,distance,crawl-300d-2M-subword.bin
flashback,2.36,2.8990425651014564,3,35,distance,crawl-300d-2M-subword.bin
flea,4.89,4.587304036733059,3,35,distance,crawl-300d-2M-subword.bin
fleet,3.81,4.071358618791176,3,35,distance,crawl-300d-2M-subword.bin
flight,3.9,3.9970993012799454,3,35,distance,crawl-300d-2M-subword.bin
fluctuation,2.36,2.5206546390453597,3,35,distance,crawl-300d-2M-subword.bin
flurry,3.38,2.6964885725308183,3,35,distance,crawl-300d-2M-subword.bin
flux,2.54,2.7257589844126975,3,35,distance,crawl-300d-2M-subword.bin
foliage,4.67,4.294981416666243,3,35,distance,crawl-300d-2M-subword.bin
food,4.8,4.158235975412987,3,35,distance,crawl-300d-2M-subword.bin
foolishness,2.33,1.962796505289419,3,35,distance,crawl-300d-2M-subword.bin
foothold,4.03,3.005107711900811,3,35,distance,crawl-300d-2M-subword.bin
formation,3.23,2.612087008530806,3,35,distance,crawl-300d-2M-subword.bin
fortification,3.22,3.713101662562442,3,35,distance,crawl-300d-2M-subword.bin
fortune,2.9,2.8599742813796682,3,35,distance,crawl-300d-2M-subword.bin
franchisee,3.72,3.9381524533042476,3,35,distance,crawl-300d-2M-subword.bin
freebie,2.67,4.08425732927376,3,35,distance,crawl-300d-2M-subword.bin
freestyle,2.73,4.030058911210426,3,35,distance,crawl-300d-2M-subword.bin
freshman,3.79,4.197186404064835,3,35,distance,crawl-300d-2M-subword.bin
freshness,2.12,2.331761870202035,3,35,distance,crawl-300d-2M-subword.bin
friendship,2.39,2.16386730812871,3,35,distance,crawl-300d-2M-subword.bin
fullness,2.58,2.281441306573537,3,35,distance,crawl-300d-2M-subword.bin
furnace,4.69,4.565640182397592,3,35,distance,crawl-300d-2M-subword.bin
gait,3.54,3.639985186645999,3,35,distance,crawl-300d-2M-subword.bin
garden,4.73,4.611511341276872,3,35,distance,crawl-300d-2M-subword.bin
gasoline,4.72,4.486863534281455,3,35,distance,crawl-300d-2M-subword.bin
gauntlet,4.43,4.162824240223561,3,35,distance,crawl-300d-2M-subword.bin
genitals,4.96,4.45423061241015,3,35,distance,crawl-300d-2M-subword.bin
genius,3.0,2.5073689426715453,3,35,distance,crawl-300d-2M-subword.bin
genome,3.39,3.7471413306901273,3,35,distance,crawl-300d-2M-subword.bin
gent,3.8,4.003032226072069,3,35,distance,crawl-300d-2M-subword.bin
genus,3.09,3.5781514432420503,3,35,distance,crawl-300d-2M-subword.bin
geography,3.11,2.8174825336419977,3,35,distance,crawl-300d-2M-subword.bin
germ,3.89,3.941429211989644,3,35,distance,crawl-300d-2M-subword.bin
germination,3.42,2.767484121889558,3,35,distance,crawl-300d-2M-subword.bin
gestation,3.44,3.1722611577865063,3,35,distance,crawl-300d-2M-subword.bin
gift,4.56,3.1246828987767445,3,35,distance,crawl-300d-2M-subword.bin
glitch,3.03,2.479413374332881,3,35,distance,crawl-300d-2M-subword.bin
glossary,4.19,3.4459619748713286,3,35,distance,crawl-300d-2M-subword.bin
glove,4.97,4.782339550116587,3,35,distance,crawl-300d-2M-subword.bin
gnome,4.59,4.466160589432123,3,35,distance,crawl-300d-2M-subword.bin
goblin,4.38,4.22014514310814,3,35,distance,crawl-300d-2M-subword.bin
goodness,1.38,1.9353273037509713,3,35,distance,crawl-300d-2M-subword.bin
goodwill,2.54,2.0314292155255425,3,35,distance,crawl-300d-2M-subword.bin
gown,4.61,4.659477242437371,3,35,distance,crawl-300d-2M-subword.bin
grader,3.37,4.10136262776131,3,35,distance,crawl-300d-2M-subword.bin
grandeur,2.0,2.0596565096178194,3,35,distance,crawl-300d-2M-subword.bin
grapefruit,4.96,4.824854387173299,3,35,distance,crawl-300d-2M-subword.bin
graphics,4.59,3.7678305921313036,3,35,distance,crawl-300d-2M-subword.bin
graphite,4.58,4.521749541541698,3,35,distance,crawl-300d-2M-subword.bin
grass,4.93,4.711397813211145,3,35,distance,crawl-300d-2M-subword.bin
gravity,2.86,2.9039748007110187,3,35,distance,crawl-300d-2M-subword.bin
greatness,1.69,2.0819284611963402,3,35,distance,crawl-300d-2M-subword.bin
greenhouse,4.76,4.209250443343268,3,35,distance,crawl-300d-2M-subword.bin
grievance,2.19,2.257854671499326,3,35,distance,crawl-300d-2M-subword.bin
grille,4.04,4.4770184990291995,3,35,distance,crawl-300d-2M-subword.bin
grocer,4.3,4.417804889681315,3,35,distance,crawl-300d-2M-subword.bin
group,4.12,3.560250029246102,3,35,distance,crawl-300d-2M-subword.bin
guerrilla,4.24,3.4164173275288214,3,35,distance,crawl-300d-2M-subword.bin
guidance,2.46,2.4245366870965612,3,35,distance,crawl-300d-2M-subword.bin
guidebook,4.83,3.9498674026454137,3,35,distance,crawl-300d-2M-subword.bin
guild,2.96,3.5399052816081196,3,35,distance,crawl-300d-2M-subword.bin
guinea,3.7,4.826167002940831,3,35,distance,crawl-300d-2M-subword.bin
gully,4.33,4.577997875398508,3,35,distance,crawl-300d-2M-subword.bin
gunfire,4.66,3.8251385169137366,3,35,distance,crawl-300d-2M-subword.bin
gunman,4.48,4.228025225477281,3,35,distance,crawl-300d-2M-subword.bin
gunshot,4.93,4.133806341420163,3,35,distance,crawl-300d-2M-subword.bin
gust,3.85,3.459093295401413,3,35,distance,crawl-300d-2M-subword.bin
gymnastics,4.04,4.115925019668523,3,35,distance,crawl-300d-2M-subword.bin
hair,4.97,4.632895370975647,3,35,distance,crawl-300d-2M-subword.bin
haircut,4.77,4.369058026353816,3,35,distance,crawl-300d-2M-subword.bin
hairstyle,3.9,4.204257694631057,3,35,distance,crawl-300d-2M-subword.bin
hamburger,5.0,4.820811153972568,3,35,distance,crawl-300d-2M-subword.bin
handbook,4.64,3.729893944688802,3,35,distance,crawl-300d-2M-subword.bin
handbrake,4.69,4.37103332561737,3,35,distance,crawl-300d-2M-subword.bin
handful,3.48,3.313686069877563,3,35,distance,crawl-300d-2M-subword.bin
handout,3.52,3.846999861410401,3,35,distance,crawl-300d-2M-subword.bin
hangover,3.57,3.028063378992711,3,35,distance,crawl-300d-2M-subword.bin
havoc,2.18,2.4457325080720604,3,35,distance,crawl-300d-2M-subword.bin
healer,3.52,4.165990527003932,3,35,distance,crawl-300d-2M-subword.bin
healing,2.76,2.6680467719216288,3,35,distance,crawl-300d-2M-subword.bin
heartbreak,2.15,2.2405127794294186,3,35,distance,crawl-300d-2M-subword.bin
hedgehog,4.93,4.862849983174965,3,35,distance,crawl-300d-2M-subword.bin
helper,3.39,3.8483494796216737,3,35,distance,crawl-300d-2M-subword.bin
herb,4.57,4.6682614600884245,3,35,distance,crawl-300d-2M-subword.bin
herpes,3.88,4.028988462217033,3,35,distance,crawl-300d-2M-subword.bin
hiatus,2.07,2.8465230794344545,3,35,distance,crawl-300d-2M-subword.bin
highway,4.72,4.589770996670865,3,35,distance,crawl-300d-2M-subword.bin
hill,4.93,4.574194958368666,3,35,distance,crawl-300d-2M-subword.bin
hindrance,2.07,2.719794504384273,3,35,distance,crawl-300d-2M-subword.bin
holiday,2.86,3.4513669124162405,3,35,distance,crawl-300d-2M-subword.bin
homage,2.17,2.567053301071381,3,35,distance,crawl-300d-2M-subword.bin
homelessness,2.33,2.620617533967626,3,35,distance,crawl-300d-2M-subword.bin
homeowner,3.93,4.086782636384021,3,35,distance,crawl-300d-2M-subword.bin
homosexuality,3.03,2.4432353297165266,3,35,distance,crawl-300d-2M-subword.bin
honeymoon,3.59,3.668221958006964,3,35,distance,crawl-300d-2M-subword.bin
hopelessness,1.67,2.061562924182213,3,35,distance,crawl-300d-2M-subword.bin
hospice,3.93,3.6696347970904246,3,35,distance,crawl-300d-2M-subword.bin
hostage,4.26,3.863814859933042,3,35,distance,crawl-300d-2M-subword.bin
housewife,4.43,4.332536132634584,3,35,distance,crawl-300d-2M-subword.bin
housing,4.0,3.446120306088503,3,35,distance,crawl-300d-2M-subword.bin
humanity,2.36,2.413275493642105,3,35,distance,crawl-300d-2M-subword.bin
humidity,3.0,3.596824242653709,3,35,distance,crawl-300d-2M-subword.bin
hunting,3.96,3.923846448560417,3,35,distance,crawl-300d-2M-subword.bin
hurricane,4.59,3.6202638148487236,3,35,distance,crawl-300d-2M-subword.bin
hypnosis,2.78,2.71227149323999,3,35,distance,crawl-300d-2M-subword.bin
hypocrisy,2.0,1.960183340837524,3,35,distance,crawl-300d-2M-subword.bin
idea,1.61,2.078632431061844,3,35,distance,crawl-300d-2M-subword.bin
idealist,1.52,2.8297338807091514,3,35,distance,crawl-300d-2M-subword.bin
identifier,2.52,3.0968192026730965,3,35,distance,crawl-300d-2M-subword.bin
ideology,1.62,1.9388752689294015,3,35,distance,crawl-300d-2M-subword.bin
illustrator,3.76,4.076047539303494,3,35,distance,crawl-300d-2M-subword.bin
imbalance,2.22,2.2470304984857297,3,35,distance,crawl-300d-2M-subword.bin
immigration,3.03,2.8687871431711476,3,35,distance,crawl-300d-2M-subword.bin
impeachment,2.69,2.682808697625967,3,35,distance,crawl-300d-2M-subword.bin
impediment,2.56,2.6614367034939908,3,35,distance,crawl-300d-2M-subword.bin
imperfection,2.07,2.1692723838657506,3,35,distance,crawl-300d-2M-subword.bin
implication,1.61,1.9457198465339993,3,35,distance,crawl-300d-2M-subword.bin
importer,3.43,3.8921976741507853,3,35,distance,crawl-300d-2M-subword.bin
imprisonment,3.46,2.768491747727495,3,35,distance,crawl-300d-2M-subword.bin
impunity,1.77,2.1083664294142848,3,35,distance,crawl-300d-2M-subword.bin
inaccuracy,2.69,2.0496140204274824,3,35,distance,crawl-300d-2M-subword.bin
incentive,2.26,2.5604648376001293,3,35,distance,crawl-300d-2M-subword.bin
incision,4.07,4.414599393359359,3,35,distance,crawl-300d-2M-subword.bin
incompatibility,1.79,2.134480843603636,3,35,distance,crawl-300d-2M-subword.bin
incompetence,2.18,1.9931616242457413,3,35,distance,crawl-300d-2M-subword.bin
incontinence,3.62,3.0782258589161087,3,35,distance,crawl-300d-2M-subword.bin
indexing,2.54,2.8402224674634393,3,35,distance,crawl-300d-2M-subword.bin
indifference,1.85,1.9619974151727702,3,35,distance,crawl-300d-2M-subword.bin
individualism,1.88,1.91679542817976,3,35,distance,crawl-300d-2M-subword.bin
indoctrination,1.88,2.2445202681615624,3,35,distance,crawl-300d-2M-subword.bin
indulgence,1.81,2.225700999517494,3,35,distance,crawl-300d-2M-subword.bin
industrialist,3.0,3.7216764689764066,3,35,distance,crawl-300d-2M-subword.bin
inequality,2.28,2.145683878291958,3,35,distance,crawl-300d-2M-subword.bin
inevitability,1.52,2.04063322878291,3,35,distance,crawl-300d-2M-subword.bin
infantry,4.0,4.0694592919876165,3,35,distance,crawl-300d-2M-subword.bin
inference,1.65,2.065580402468947,3,35,distance,crawl-300d-2M-subword.bin
inflammation,3.36,3.5691395070613976,3,35,distance,crawl-300d-2M-subword.bin
information,2.87,2.7632013629993666,3,35,distance,crawl-300d-2M-subword.bin
inheritance,3.1,2.806790992815882,3,35,distance,crawl-300d-2M-subword.bin
injury,4.0,3.1545688509857355,3,35,distance,crawl-300d-2M-subword.bin
inmate,4.19,4.1576713871786,3,35,distance,crawl-300d-2M-subword.bin
innocence,1.89,1.9873442574958018,3,35,distance,crawl-300d-2M-subword.bin
inquisition,2.17,2.573603513962185,3,35,distance,crawl-300d-2M-subword.bin
insect,4.89,4.393091456896494,3,35,distance,crawl-300d-2M-subword.bin
insignia,4.27,4.059106217952966,3,35,distance,crawl-300d-2M-subword.bin
insistence,2.25,1.9544621684614936,3,35,distance,crawl-300d-2M-subword.bin
institution,3.33,3.2271605983028384,3,35,distance,crawl-300d-2M-subword.bin
intellect,2.36,1.983651742843938,3,35,distance,crawl-300d-2M-subword.bin
intelligence,2.24,2.061538898029255,3,35,distance,crawl-300d-2M-subword.bin
interlude,2.04,2.930978455352371,3,35,distance,crawl-300d-2M-subword.bin
interplay,2.0,2.473712127360015,3,35,distance,crawl-300d-2M-subword.bin
interpolation,1.36,2.580707550870797,3,35,distance,crawl-300d-2M-subword.bin
interpretation,1.4,2.2415090243432996,3,35,distance,crawl-300d-2M-subword.bin
intimacy,1.96,2.1413443240966243,3,35,distance,crawl-300d-2M-subword.bin
intimidation,2.11,2.1939098577547136,3,35,distance,crawl-300d-2M-subword.bin
invention,3.48,2.4941735840092454,3,35,distance,crawl-300d-2M-subword.bin
investigation,2.52,2.7025298266509945,3,35,distance,crawl-300d-2M-subword.bin
irregularity,1.86,2.374801782187728,3,35,distance,crawl-300d-2M-subword.bin
irritation,2.57,2.255671090137759,3,35,distance,crawl-300d-2M-subword.bin
jazz,3.9,4.0314321131965105,3,35,distance,crawl-300d-2M-subword.bin
jealousy,1.8,2.007587531991285,3,35,distance,crawl-300d-2M-subword.bin
jeep,4.8,4.5763239518570815,3,35,distance,crawl-300d-2M-subword.bin
journal,4.63,4.129753639523735,3,35,distance,crawl-300d-2M-subword.bin
journalist,4.04,4.079049727580997,3,35,distance,crawl-300d-2M-subword.bin
judgment,1.68,2.104295256118089,3,35,distance,crawl-300d-2M-subword.bin
junk,3.88,4.435488312828762,3,35,distance,crawl-300d-2M-subword.bin
kayak,4.7,4.663795500015504,3,35,distance,crawl-300d-2M-subword.bin
keyboard,4.93,4.5919310704114125,3,35,distance,crawl-300d-2M-subword.bin
kid,4.56,4.328588636078344,3,35,distance,crawl-300d-2M-subword.bin
kingdom,3.76,3.219260161138991,3,35,distance,crawl-300d-2M-subword.bin
kitten,4.86,4.79791823288269,3,35,distance,crawl-300d-2M-subword.bin
knack,2.05,2.061688871233832,3,35,distance,crawl-300d-2M-subword.bin
knickers,4.54,4.698126584340898,3,35,distance,crawl-300d-2M-subword.bin
knob,4.75,4.633731487410929,3,35,distance,crawl-300d-2M-subword.bin
labor,3.08,3.2963546457972006,3,35,distance,crawl-300d-2M-subword.bin
laboratory,4.46,3.766530443598299,3,35,distance,crawl-300d-2M-subword.bin
landlord,4.66,4.125295080754882,3,35,distance,crawl-300d-2M-subword.bin
landowner,4.29,3.9851716809197955,3,35,distance,crawl-300d-2M-subword.bin
latitude,2.54,2.6043992347037137,3,35,distance,crawl-300d-2M-subword.bin
launcher,3.87,4.066028533047641,3,35,distance,crawl-300d-2M-subword.bin
laundering,2.82,3.4787416823143325,3,35,distance,crawl-300d-2M-subword.bin
layout,3.38,3.3786877405683184,3,35,distance,crawl-300d-2M-subword.bin
lefty,3.32,3.4462718892814674,3,35,distance,crawl-300d-2M-subword.bin
lesson,2.79,3.1912252566380475,3,35,distance,crawl-300d-2M-subword.bin
lettering,4.41,4.149645832385432,3,35,distance,crawl-300d-2M-subword.bin
lettuce,4.97,4.86506371720496,3,35,distance,crawl-300d-2M-subword.bin
liability,1.96,2.403701077244352,3,35,distance,crawl-300d-2M-subword.bin
liar,3.43,3.055167062066513,3,35,distance,crawl-300d-2M-subword.bin
lighter,4.53,4.162173221364803,3,35,distance,crawl-300d-2M-subword.bin
lightning,4.59,4.285504003196331,3,35,distance,crawl-300d-2M-subword.bin
likelihood,1.73,2.0153467925471866,3,35,distance,crawl-300d-2M-subword.bin
liter,4.24,4.41765542530435,3,35,distance,crawl-300d-2M-subword.bin
livestock,4.7,4.163371848095968,3,35,distance,crawl-300d-2M-subword.bin
lizard,4.68,4.835966536536917,3,35,distance,crawl-300d-2M-subword.bin
lobe,4.44,4.5171692324787625,3,35,distance,crawl-300d-2M-subword.bin
lobster,4.86,4.829036437679734,3,35,distance,crawl-300d-2M-subword.bin
location,3.0,3.2788157082107587,3,35,distance,crawl-300d-2M-subword.bin
lookout,4.04,3.657858489418623,3,35,distance,crawl-300d-2M-subword.bin
lotion,4.79,4.522348799522159,3,35,distance,crawl-300d-2M-subword.bin
machination,2.0,2.3162149283342557,3,35,distance,crawl-300d-2M-subword.bin
magazine,5.0,4.13496744795344,3,35,distance,crawl-300d-2M-subword.bin
maggot,4.97,4.5357451783064775,3,35,distance,crawl-300d-2M-subword.bin
magnesium,4.07,4.0945066119175015,3,35,distance,crawl-300d-2M-subword.bin
magnet,4.7,3.9700295549585793,3,35,distance,crawl-300d-2M-subword.bin
mahogany,4.5,4.697335376867914,3,35,distance,crawl-300d-2M-subword.bin
mailbox,5.0,4.625956028513168,3,35,distance,crawl-300d-2M-subword.bin
maize,4.58,4.777620922072719,3,35,distance,crawl-300d-2M-subword.bin
malaria,3.93,3.5738450741906664,3,35,distance,crawl-300d-2M-subword.bin
malnutrition,3.1,3.0336547020533704,3,35,distance,crawl-300d-2M-subword.bin
manager,4.14,3.9692102031666963,3,35,distance,crawl-300d-2M-subword.bin
mankind,2.97,2.8538200631406094,3,35,distance,crawl-300d-2M-subword.bin
mansion,4.89,4.517873089141529,3,35,distance,crawl-300d-2M-subword.bin
mantle,4.57,4.299351177635698,3,35,distance,crawl-300d-2M-subword.bin
maple,4.46,4.735946868399211,3,35,distance,crawl-300d-2M-subword.bin
marathon,3.96,3.7354646144748074,3,35,distance,crawl-300d-2M-subword.bin
marble,4.85,4.650944206900171,3,35,distance,crawl-300d-2M-subword.bin
marijuana,4.89,4.116919767441663,3,35,distance,crawl-300d-2M-subword.bin
marketing,2.33,2.942974510634585,3,35,distance,crawl-300d-2M-subword.bin
marketplace,4.28,3.4704324802745306,3,35,distance,crawl-300d-2M-subword.bin
martyrdom,1.64,2.538117919294786,3,35,distance,crawl-300d-2M-subword.bin
mast,4.92,4.699172396980051,3,35,distance,crawl-300d-2M-subword.bin
materialist,2.37,2.2932055601660077,3,35,distance,crawl-300d-2M-subword.bin
meaning,1.85,2.2228629182063266,3,35,distance,crawl-300d-2M-subword.bin
mechanic,4.38,4.152705152896161,3,35,distance,crawl-300d-2M-subword.bin
medal,4.89,3.967870107159786,3,35,distance,crawl-300d-2M-subword.bin
meditation,2.85,2.6066346668604585,3,35,distance,crawl-300d-2M-subword.bin
meeting,3.31,3.2986403468818244,3,35,distance,crawl-300d-2M-subword.bin
membrane,3.97,4.155653680113841,3,35,distance,crawl-300d-2M-subword.bin
memoir,3.76,3.4564927213420567,3,35,distance,crawl-300d-2M-subword.bin
meningitis,4.11,3.6389954482604367,3,35,distance,crawl-300d-2M-subword.bin
mentality,2.0,1.9247762716871033,3,35,distance,crawl-300d-2M-subword.bin
mentor,3.7,3.9946424282060033,3,35,distance,crawl-300d-2M-subword.bin
menu,4.67,4.055498368271542,3,35,distance,crawl-300d-2M-subword.bin
merchant,4.31,4.000674714153758,3,35,distance,crawl-300d-2M-subword.bin
message,3.97,3.122742725974557,3,35,distance,crawl-300d-2M-subword.bin
metaphor,1.94,2.438645401730216,3,35,distance,crawl-300d-2M-subword.bin
microbe,4.19,3.9395944087400765,3,35,distance,crawl-300d-2M-subword.bin
microorganism,3.7,3.7822235241914695,3,35,distance,crawl-300d-2M-subword.bin
midday,3.72,3.7956877497336423,3,35,distance,crawl-300d-2M-subword.bin
midst,2.33,2.841928891206019,3,35,distance,crawl-300d-2M-subword.bin
millisecond,2.69,3.407065820594846,3,35,distance,crawl-300d-2M-subword.bin
mindset,1.55,2.095246194825299,3,35,distance,crawl-300d-2M-subword.bin
minefield,4.43,3.1407357430195026,3,35,distance,crawl-300d-2M-subword.bin
minority,2.65,3.2398167598087277,3,35,distance,crawl-300d-2M-subword.bin
misery,2.04,2.2459316683173065,3,35,distance,crawl-300d-2M-subword.bin
misgiving,1.83,2.031946788686443,3,35,distance,crawl-300d-2M-subword.bin
mismanagement,1.84,2.0461031111918575,3,35,distance,crawl-300d-2M-subword.bin
mobilization,2.3,2.475930040583469,3,35,distance,crawl-300d-2M-subword.bin
mode,2.46,2.786011171758772,3,35,distance,crawl-300d-2M-subword.bin
modernization,2.41,2.4130802174866828,3,35,distance,crawl-300d-2M-subword.bin
modesty,2.23,2.0108601347787953,3,35,distance,crawl-300d-2M-subword.bin
mole,4.41,4.469486660246755,3,35,distance,crawl-300d-2M-subword.bin
moment,1.61,2.7775350177767804,3,35,distance,crawl-300d-2M-subword.bin
monograph,3.67,3.5840009313131476,3,35,distance,crawl-300d-2M-subword.bin
monologue,3.3,3.194736342256738,3,35,distance,crawl-300d-2M-subword.bin
morality,1.47,1.8074570304218125,3,35,distance,crawl-300d-2M-subword.bin
morning,3.44,3.6278348876176305,3,35,distance,crawl-300d-2M-subword.bin
mother,4.6,4.434713078317095,3,35,distance,crawl-300d-2M-subword.bin
motivation,2.1,2.001063868154649,3,35,distance,crawl-300d-2M-subword.bin
motive,1.5,2.045031697199814,3,35,distance,crawl-300d-2M-subword.bin
motorcycle,4.97,4.573321515204295,3,35,distance,crawl-300d-2M-subword.bin
motorcyclist,4.79,4.5207802731433135,3,35,distance,crawl-300d-2M-subword.bin
mountain,4.96,4.507473875799345,3,35,distance,crawl-300d-2M-subword.bin
mouse,4.83,4.808170979712819,3,35,distance,crawl-300d-2M-subword.bin
mucus,4.76,4.457029588374925,3,35,distance,crawl-300d-2M-subword.bin
multiplicity,2.21,2.2187067171784496,3,35,distance,crawl-300d-2M-subword.bin
mural,4.66,4.419839494835158,3,35,distance,crawl-300d-2M-subword.bin
muscle,4.5,3.9981656806893326,3,35,distance,crawl-300d-2M-subword.bin
mutilation,3.14,2.9114392590999723,3,35,distance,crawl-300d-2M-subword.bin
naturalist,3.42,3.87564435890346,3,35,distance,crawl-300d-2M-subword.bin
