word,run1,run2,run3,mean
gunman,4,4,4,4
gunner,3,3,3,3
gunshot,5,5,5,5
guru,3,3,3,3
gust,4,4,4,4
guy,5,5,5,5
gym,5,5,5,5
gymnasium,5,5,5,5
gymnastics,4,4,4,4
habit,3,3,3,3
habitat,4,4,4,4
habitation,3,3,3,3
hacker,3,3,3,3
haiku,3,3,3,3
hair,5,5,5,5
haircut,5,5,5,5
hairdresser,4,4,4,4
hairstyle,4,4,4,4
hall,5,5,5,5
hallucination,2,2,2,2
hallway,5,5,5,5
halo,3,3,3,3
hamburger,5,5,5,5
hammock,5,5,5,5
hamster,5,5,5,5
handbag,5,5,5,5
handbook,3,3,4,3.333
handbrake,5,5,5,5
handful,5,5,5,5
handgun,5,5,5,5
handkerchief,5,5,5,5
handler,3,3,3,3
handout,4,4,3,3.667
handset,5,5,5,5
handshake,5,5,5,5
handwriting,4,4,4,4
hangar,5,5,5,5
hanger,5,5,5,5
hangover,3,3,3,3
happiness,3,3,3,3
harassment,2,2,2,2
hardcover,5,5,5,5
hardness,5,5,5,5
hardship,2,2,2,2
hardware,4,4,4,4
hardwood,5,5,5,5
harmony,3,3,3,3
hat,5,5,5,5
hater,3,3,3,3
hatred,1,2,2,1.667
haven,4,4,4,4
havoc,3,3,3,3
hay,5,5,5,5
headache,4,4,4,4
header,3,3,3,3
headlight,5,5,5,5
headmaster,3,3,3,3
headphones,5,5,5,5
headquarters,4,4,4,4
headset,5,5,5,5
headway,3,3,3,3
healer,3,4,3,3.333
healing,4,4,4,4
health,4,4,3,3.667
hearsay,2,2,2,2
heart,4,4,4,4
heartache,2,2,2,2
heartbeat,5,5,5,5
heartbreak,3,3,3,3
hearth,5,4,4,4.333
heartland,3,3,3,3
heater,5,5,5,5
heating,4,4,4,4
heaven,2,2,2,2
hedgehog,5,5,5,5
heel,5,5,5,5
height,4,4,4,4
heir,3,3,3,3
helicopter,5,5,5,5
helium,5,5,5,5
helmet,5,5,5,5
helper,4,4,4,4
hemisphere,3,3,3,3
hemp,4,4,4,4
hen,5,5,5,5
henchman,3,3,3,3
herb,4,4,4,4
heresy,2,2,2,2
heretic,2,2,2,2
heritage,3,3,3,3
hermit,3,3,3,3
hero,4,4,4,4
heroin,4,4,4,4
heroine,4,4,3,3.667
heroism,3,3,3,3
herpes,3,3,3,3
herring,5,5,5,5
hesitation,3,3,3,3
heyday,3,3,3,3
hiatus,3,2,3,2.667
hierarchy,2,2,2,2
highland,4,4,4,4
highway,5,5,5,5
hijacker,4,4,4,4
hiker,5,5,5,5
hill,5,5,5,5
hillside,5,5,5,5
hindrance,2,2,2,2
hindsight,2,2,2,2
hippie,3,3,3,3
hipster,3,3,3,3
historian,3,3,3,3
history,3,3,3,3
hitter,4,4,4,4
hive,5,5,5,5
hobby,4,4,4,4
hobbyist,3,3,3,3
hockey,5,5,5,5
holder,4,4,4,4
hole,5,5,5,5
holiday,4,4,4,4
holiness,2,2,2,2
homage,2,2,2,2
homeland,3,3,3,3
homelessness,3,3,3,3
homeowner,4,4,4,4
homestead,4,4,4,4
hometown,4,4,4,4
homework,4,4,4,4
homicide,3,3,3,3
homosexuality,3,3,3,3
honesty,3,3,3,3
honey,5,5,5,5
honeymoon,4,3,3,3.333
hood,4,4,4,4
hooker,3,3,3,3
hopelessness,2,2,2,2
horizon,4,4,4,4
hormone,3,3,3,3
horn,5,5,5,5
horror,3,3,3,3
horse,5,5,5,5
horseback,5,5,5,5
horseman,5,5,4,4.667
horsepower,3,4,4,3.667
hospice,3,3,3,3
hospital,5,5,5,5
hospitality,3,3,3,3
hospitalization,3,3,3,3
hostage,3,3,4,3.333
hostel,4,4,4,4
hostess,4,4,4,4
hostility,2,2,2,2
hotel,5,5,5,5
hotspot,3,3,3,3
hour,3,3,3,3
household,4,4,4,4
housekeeper,4,4,4,4
housekeeping,3,3,3,3
housewife,4,3,3,3.333
housing,4,4,4,4
hub,3,3,3,3
hubby,4,4,4,4
hue,3,3,3,3
hull,4,4,4,4
humanism,2,2,2,2
humanist,3,3,3,3
humanity,2,2,2,2
humankind,3,3,3,3
humidity,3,3,3,3
humiliation,2,2,2,2
humility,2,2,2,2
hummingbird,5,5,5,5
humor,3,3,3,3
hunger,4,4,4,4
hunting,4,4,4,4
hurdle,4,4,4,4
hurricane,4,4,4,4
husband,4,4,4,4
hut,5,5,5,5
hydration,3,3,3,3
hydrocarbon,2,2,2,2
hydrogen,3,4,3,3.333
hygiene,3,3,3,3
hymn,3,3,3,3
hype,3,3,3,3
hyperbole,2,2,2,2
hypertension,2,2,2,2
hypnosis,3,2,3,2.667
hypnotherapy,2,3,3,2.667
hypocrisy,2,2,2,2
hypocrite,2,2,2,2
hypothesis,2,2,2,2
hysteria,2,2,2,2
ice,5,5,5,5
iceberg,5,5,5,5
icing,5,5,5,5
icon,3,3,3,3
id,2,2,2,2
idea,2,2,2,2
idealism,2,2,2,2
idealist,3,3,3,3
identification,2,2,3,2.333
identifier,3,3,3,3
identity,2,3,3,2.667
ideology,2,2,2,2
idiocy,2,2,2,2
idiom,2,2,2,2
idiot,2,2,2,2
idol,3,3,3,3
ignition,4,4,4,4
ignorance,2,2,2,2
iguana,5,5,5,5
illness,3,3,3,3
illumination,3,3,3,3
illusion,2,2,2,2
illustration,4,4,4,4
illustrator,4,4,4,4
image,4,4,4,4
imagery,3,3,3,3
imagination,3,3,3,3
imaging,3,3,3,3
imbalance,3,3,3,3
imitation,3,3,3,3
immediacy,2,2,2,2
immersion,3,3,3,3
immigrant,3,3,3,3
immigration,3,3,3,3
immorality,2,2,2,2
immortality,1,1,1,1
immunity,3,3,3,3
immunization,3,3,3,3
impairment,2,2,2,2
impartiality,2,2,2,2
impatience,2,2,2,2
impeachment,2,2,2,2
impediment,2,2,2,2
imperfection,3,3,3,3
imperialism,2,2,2,2
implementation,3,3,3,3
implication,2,2,2,2
importance,2,2,2,2
importation,2,2,2,2
importer,3,3,3,3
imposition,2,2,2,2
impossibility,2,1,2,1.667
impression,3,3,3,3
imprisonment,3,3,2,2.667
improvement,3,3,3,3
improvisation,3,3,3,3
impulse,3,3,3,3
impunity,2,2,2,2
impurity,2,2,2,2
inability,2,2,2,2
inaccuracy,2,2,2,2
inaction,2,2,2,2
inactivity,2,2,2,2
inadequacy,2,2,2,2
inauguration,3,3,3,3
incapacity,2,2,2,2
incarceration,2,2,2,2
incarnation,2,2,2,2
incentive,3,3,3,3
inception,2,2,2,2
incest,2,2,2,2
inch,5,5,5,5
incidence,3,2,3,2.667
incident,3,3,3,3
incinerator,5,5,5,5
incision,4,4,4,4
inclination,3,3,3,3
inclusion,3,3,3,3
income,3,3,3,3
incompatibility,2,2,2,2
incompetence,2,2,2,2
inconsistency,2,2,2,2
incontinence,2,2,2,2
incorporation,3,3,3,3
increment,3,3,3,3
incubation,3,3,3,3
incubator,5,5,4,4.667
incursion,3,3,3,3
independence,3,3,3,3
indexing,2,2,2,2
indication,3,3,3,3
indicator,3,3,3,3
indices,2,2,2,2
indictment,2,2,2,2
indifference,2,2,2,2
indignation,2,2,2,2
individualism,2,2,2,2
individuality,3,3,3,3
indoctrination,2,2,2,2
induction,2,2,2,2
indulgence,3,3,3,3
industrialist,2,2,2,2
industry,3,3,3,3
inefficiency,2,2,2,2
inequality,2,2,2,2
inequity,2,2,2,2
inertia,2,2,2,2
inevitability,2,2,2,2
infancy,3,3,3,3
infantry,4,4,4,4
infection,4,4,4,4
inference,2,2,2,2
infertility,2,2,2,2
infestation,3,3,3,3
infidelity,2,2,2,2
infiltration,3,3,3,3
inflammation,2,3,2,2.333
inflation,2,2,2,2
inflow,3,3,3,3
influenza,3,3,3,3
influx,3,3,3,3
info,2,2,2,2
informant,3,3,3,3
information,3,3,3,3
infraction,2,2,2,2
infrastructure,3,3,3,3
infringement,2,2,2,2
infusion,3,3,3,3
ingenuity,3,3,3,3
ingestion,3,3,3,3
ingredient,5,5,5,5
inhabitant,3,3,3,3
inhalation,4,4,4,4
inheritance,3,3,3,3
inhibition,2,2,2,2
inhibitor,3,2,2,2.333
initiation,3,3,3,3
initiative,3,3,3,3
injection,4,4,4,4
injector,4,4,4,4
injunction,2,2,2,2
injury,4,4,4,4
injustice,2,2,2,2
inmate,4,4,4,4
inn,4,4,4,4
inning,3,3,3,3
innings,3,3,3,3
innocence,2,2,2,2
innovation,3,3,3,3
innovator,3,3,3,3
inpatient,2,3,2,2.333
input,3,3,3,3
inquiry,3,3,3,3
inquisition,2,2,2,2
insanity,2,2,2,2
inscription,3,3,3,3
insect,5,5,5,5
insecticide,4,4,4,4
insecurity,2,2,2,2
insertion,3,3,3,3
insider,3,3,3,3
insight,3,3,3,3
insignia,3,3,3,3
insistence,2,2,3,2.333
insolvency,2,2,2,2
insomnia,2,2,2,2
inspection,3,3,3,3
inspector,4,4,4,4
inspiration,3,3,3,3
instability,2,2,2,2
installation,3,3,3,3
instinct,3,3,3,3
institution,3,2,2,2.333
instruction,3,3,3,3
instructor,4,4,4,4
instrument,4,4,4,4
instrumentation,3,3,3,3
insulation,3,3,3,3
insulin,3,3,3,3
insurance,2,2,2,2
insurgency,2,2,2,2
intake,3,3,3,3
integer,2,2,2,2
integration,3,3,3,3
integrity,2,2,2,2
intellect,2,2,2,2
intelligence,3,3,3,3
intensity,3,3,3,3
intention,2,2,2,2
interaction,3,3,3,3
interception,3,3,3,3
interconnection,3,3,3,3
intercourse,4,3,4,3.667
interest,3,3,3,3
interface,3,3,3,3
interference,3,3,3,3
interlude,3,3,3,3
internship,3,3,3,3
interplay,3,3,3,3
interpolation,2,2,2,2
interpretation,2,2,2,2
interpreter,3,3,3,3
interrogation,3,3,3,3
interruption,3,3,3,3
intersection,4,4,4,4
interval,3,3,3,3
intervention,3,3,3,3
interviewee,3,3,3,3
interviewer,3,3,3,3
intestine,5,5,5,5
intimacy,3,3,3,3
intimidation,2,2,2,2
intolerance,2,2,2,2
intoxication,3,3,3,3
intricacy,3,3,3,3
intro,3,3,3,3
introduction,3,3,3,3
introspection,2,2,2,2
intruder,4,4,4,4
intrusion,3,3,3,3
intuition,3,3,3,3
invader,4,4,4,4
invasion,3,3,3,3
invention,3,3,3,3
inventor,4,3,3,3.333
inventory,3,3,3,3
inversion,3,3,3,3
inverter,3,3,3,3
investigation,3,3,3,3
investigator,4,4,4,4
investment,3,3,3,3
investor,3,3,3,3
invitation,3,3,3,3
involvement,3,3,3,3
iodine,4,4,4,4
ion,2,2,2,2
ironing,4,4,4,4
irony,2,2,2,2
irregularity,3,2,3,2.667
irrigation,3,3,3,3
irritation,3,3,3,3
island,5,5,5,5
islander,4,4,4,4
isle,4,4,4,4
isolation,2,2,2,2
isotope,2,2,2,2
issuance,2,2,2,2
item,3,3,3,3
iteration,3,3,3,3
itinerary,3,3,3,3
jacket,5,5,5,5
jackpot,4,4,4,4
jargon,3,3,3,3
jaw,5,5,5,5
jazz,4,4,4,4
jealousy,2,2,2,2
jeep,5,5,5,5
jeopardy,2,2,2,2
jewelry,5,5,5,5
jigsaw,5,5,5,5
jihad,2,2,3,2.333
job,4,4,4,4
journal,4,4,4,4
journalism,3,3,3,3
journalist,4,4,4,4
journey,4,4,4,4
joy,4,4,4,4
joystick,5,5,5,5
judgment,2,2,2,2
judiciary,2,2,2,2
judo,4,4,4,4
jug,5,5,5,5
juice,5,5,5,5
jumper,5,5,5,5
junction,4,4,4,4
juncture,3,3,3,3
jungle,5,5,5,5
junk,4,4,4,4
junkie,3,3,3,3
jurisdiction,2,2,2,2
juror,3,3,3,3
jury,3,3,3,3
justice,1,1,1,1
justification,2,2,2,2
juxtaposition,2,2,2,2
kale,5,5,5,5
kangaroo,5,5,5,5
karate,4,4,4,4
karma,3,2,3,2.667
kayak,5,5,5,5
keeper,3,3,3,3
kernel,5,5,5,5
kettle,5,5,5,5
keyboard,5,5,5,5
keynote,3,3,3,3
keypad,5,5,5,5
keyword,3,3,3,3
kicker,4,4,4,4
kid,5,5,5,5
kidnapping,3,3,3,3
kidney,5,5,5,5
killer,4,4,4,4
kiln,4,4,5,4.333
kilo,5,5,5,5
kilogram,5,5,5,5
kilometer,4,4,4,4
kindergarten,4,4,4,4
kindness,3,3,3,3
king,4,4,4,4
kingdom,3,3,3,3
kinship,3,3,3,3
kiosk,5,5,5,5
kit,4,4,4,4
kitchen,5,5,5,5
kitten,5,5,5,5
knack,3,3,3,3
knee,5,5,5,5
knickers,5,5,5,5
knife,5,5,5,5
knitting,4,4,4,4
knob,5,5,5,5
knowledge,2,2,2,2
knuckle,5,5,5,5
kudos,3,3,3,3
lab,5,4,5,4.667
labor,4,4,4,4
laboratory,4,4,4,4
laborer,4,4,4,4
labyrinth,3,3,4,3.333
lad,4,4,4,4
ladder,5,5,5,5
lady,4,4,4,4
lager,5,5,5,5
lagoon,4,4,4,4
lake,5,5,5,5
lamp,5,5,5,5
landfill,4,4,4,4
landing,4,4,4,4
landlord,4,4,4,4
landowner,3,3,3,3
landslide,5,5,5,5
language,3,3,3,3
lantern,5,5,5,5
larva,5,4,4,4.333
laser,5,4,4,4.333
latency,2,2,2,2
latex,4,5,4,4.333
latitude,2,2,2,2
laughter,4,4,4,4
launcher,3,3,3,3
laundering,3,3,3,3
laundry,5,4,5,4.667
lava,5,5,5,5
law,3,3,3,3
lawmaker,3,3,3,3
lawn,5,5,5,5
lawsuit,2,2,2,2
lawyer,3,3,3,3
layman,3,3,3,3
layoff,2,2,2,2
layout,3,3,3,3
laziness,2,2,2,2
leader,3,3,3,3
leadership,3,3,3,3
leaflet,5,5,5,5
league,2,2,2,2
leakage,4,4,4,4
learner,3,3,3,3
leather,5,5,5,5
lecturer,4,4,4,4
ledge,5,5,5,5
ledger,2,2,2,2
lefty,3,3,3,3
leg,5,5,5,5
legacy,3,3,3,3
legality,2,2,2,2
legalization,3,3,3,3
legend,3,3,3,3
legislation,2,2,2,2
legislator,2,3,2,2.333
legislature,2,2,2,2
legitimacy,2,2,2,2
leisure,3,3,3,3
lemonade,5,5,5,5
lender,3,3,3,3
length,4,4,4,4
lens,5,5,5,5
lentil,5,5,5,5
leopard,5,5,5,5
lesion,3,3,3,3
lesson,3,3,3,3
letter,4,4,4,4
lettering,3,3,3,3
lettuce,5,5,5,5
leukemia,2,2,2,2
level,3,3,3,3
liability,2,2,2,2
liaison,3,3,3,3
liar,3,3,3,3
liberalism,2,2,2,2
liberation,3,2,3,2.667
liberty,2,2,2,2
librarian,4,4,4,4
library,5,5,5,5
licensee,2,2,2,2
licensing,2,2,2,2
lid,5,5,5,5
lieutenant,3,3,3,3
life,4,4,4,4
lifeboat,5,5,5,5
lifeline,3,3,3,3
lifespan,3,3,3,3
lifestyle,3,3,3,3
lifetime,3,3,3,3
ligament,4,4,4,4
lighter,4,4,4,4
lighthouse,5,5,5,5
lighting,4,4,4,4
lightness,3,3,3,3
lightning,5,5,5,5
likelihood,2,2,2,2
likeness,3,3,3,3
limb,5,5,5,5
limbo,2,2,2,2
limelight,3,3,3,3
limestone,5,5,5,5
limitation,2,2,2,2
limousine,4,5,4,4.333
lineage,2,2,2,2
linebacker,4,4,4,4
linen,5,4,4,4.333
liner,3,3,3,3
lineup,3,3,3,3
lingerie,4,4,4,4
linguist,3,3,3,3
linguistics,2,2,2,2
lining,3,3,3,3
linkage,3,3,3,3
lion,5,5,5,5
lipstick,5,5,5,5
liquidation,2,2,2,2
liquidity,2,2,2,2
liquor,5,5,5,5
listener,3,3,4,3.333
listing,3,3,3,3
liter,5,5,5,5
literacy,3,3,3,3
literature,3,3,3,3
lithium,4,3,4,3.667
litigation,2,2,2,2
livelihood,3,3,3,3
liver,5,5,5,5
livestock,4,4,4,4
lizard,5,5,5,5
loader,4,4,4,4
loan,3,3,3,3
lobbyist,2,2,2,2
lobe,4,4,4,4
lobster,5,5,5,5
locale,3,3,3,3
locality,3,3,3,3
localization,2,3,2,2.333
location,4,3,3,3.333
locker,5,5,5,5
logger,4,4,4,4
logic,2,2,2,2
logo,4,4,4,4
loneliness,2,2,2,2
longevity,2,2,2,2
longitude,2,2,2,2
lookout,4,4,4,4
loophole,2,2,2,2
lordship,2,2,2,2
lore,3,3,3,3
loser,3,3,3,3
loss,3,3,2,2.667
lot,3,3,3,3
lotion,5,5,5,5
lottery,3,3,3,3
loudspeaker,5,5,5,5
lover,4,4,4,4
loyalty,3,3,3,3
luck,3,3,3,3
luggage,5,5,5,5
lunch,4,4,4,4
luncheon,4,4,4,4
lunchtime,4,4,4,4
lung,5,5,5,5
luxury,3,3,3,3
lymph,2,2,2,2
lymphoma,2,2,2,2
machination,2,2,2,2
machine,5,5,5,5
machinery,4,4,4,4
macro,3,3,3,3
madam,3,3,3,3
madman,4,4,4,4
madness,2,2,2,2
mafia,3,3,3,3
magazine,5,5,5,5
maggot,5,5,5,5
magician,4,4,4,4
magistrate,2,2,2,2
magma,5,5,5,5
magnesium,4,4,4,4
magnet,5,5,5,5
magnetism,3,3,3,3
magnification,3,3,3,3
magnitude,3,2,2,2.333
mahogany,5,5,5,5
maid,4,4,4,4
mailbox,5,5,5,5
mailing,3,3,3,3
mainstay,3,3,3,3
maintenance,3,3,3,3
maize,5,5,5,5
majesty,3,3,3,3
majority,3,3,3,3
maker,4,4,4,4
makeup,4,4,4,4
malaria,3,3,3,3
malice,2,2,2,2
mall,5,5,5,5
malnutrition,2,2,2,2
malpractice,2,2,2,2
mama,5,5,5,5
mammal,4,4,4,4
man,5,5,5,5
management,2,2,2,2
manager,3,3,3,3
mango,5,5,5,5
manhood,3,3,3,3
mania,2,2,2,2
manifestation,3,3,3,3
manifesto,2,2,2,2
manipulation,3,2,2,2.333
mankind,2,3,3,2.667
manner,3,3,3,3
manor,4,4,4,4
manpower,3,3,3,3
mansion,5,5,5,5
manslaughter,2,2,2,2
mantle,3,3,3,3
mantra,3,3,3,3
manufacturer,3,3,3,3
manufacturing,4,4,4,4
manuscript,4,4,3,3.667
maple,5,5,5,5
marathon,4,4,4,4
marble,5,5,5,5
mare,5,5,5,5
margin,3,3,3,3
marijuana,4,4,4,4
mariner,4,4,4,4
marker,5,5,5,5
marketer,3,3,3,3
marketing,3,3,3,3
marketplace,4,4,4,4
markup,3,3,3,3
marriage,3,3,3,3
marrow,5,5,5,5
marshmallow,5,5,5,5
martyrdom,2,2,2,2
mascot,4,4,4,4
masculinity,3,3,3,3
masonry,4,4,4,4
mast,5,5,5,5
masterpiece,4,3,3,3.333
mastery,3,3,3,3
material,4,4,4,4
materialism,2,2,2,2
materialist,3,2,2,2.333
maternity,3,3,3,3
math,3,3,3,3
mathematician,3,3,3,3
mathematics,2,2,2,2
matrix,2,2,2,2
mattress,5,5,5,5
maturation,3,3,3,3
maturity,3,3,3,3
maverick,3,3,3,3
maxim,3,3,3,3
mayhem,3,3,3,3
mayor,3,3,3,3
maze,4,4,4,4
meadow,5,5,5,5
meal,5,5,5,5
meaning,2,2,2,2
measles,4,4,4,4
measurement,3,3,3,3
meat,5,5,5,5
mechanic,4,4,4,4
mechanism,3,3,3,3
medal,5,5,5,5
media,3,3,3,3
mediation,2,2,2,2
mediator,3,3,3,3
medic,4,4,4,4
medication,4,4,4,4
medicine,4,4,4,4
mediocrity,2,2,2,2
meditation,3,3,3,3
meeting,3,3,3,3
melanoma,3,3,4,3.333
melee,3,3,3,3
melodrama,3,2,3,2.667
melody,4,4,4,4
melon,5,5,5,5
meltdown,3,3,3,3
member,3,3,3,3
membership,3,3,3,3
membrane,3,3,3,3
memo,3,3,3,3
memoir,3,3,3,3
memorandum,2,2,2,2
memory,3,3,3,3
meningitis,2,2,2,2
menopause,3,3,3,3
mentality,2,2,2,2
mentor,3,3,3,3
menu,4,4,4,4
merchandise,4,4,4,4
merchant,4,4,4,4
mercy,2,2,2,2
merger,2,2,2,2
mermaid,3,3,3,3
message,3,3,3,3
messenger,4,4,4,4
metabolism,3,2,3,2.667
metabolite,2,2,2,2
metal,5,5,5,5
metamorphosis,3,3,3,3
metaphor,2,2,2,2
meteor,5,5,5,5
meteorite,5,5,5,5
methadone,3,3,3,3
methane,3,3,3,3
method,3,3,3,3
methodology,2,2,2,2
metropolis,4,4,4,4
microbe,3,3,3,3
micron,3,3,3,3
microorganism,3,3,3,3
microphone,5,5,5,5
microprocessor,3,3,3,3
microscope,5,5,5,5
microscopy,3,3,3,3
microwave,5,5,5,5
midday,4,4,4,4
midfield,4,4,4,4
midnight,4,4,4,4
midst,3,3,3,3
midwife,4,4,4,4
migraine,3,3,3,3
migration,3,3,3,3
mile,5,5,5,5
mileage,3,3,3,3
milestone,3,3,3,3
militia,3,3,3,3
millennium,2,2,2,2
millimeter,5,5,5,5
millionaire,4,4,4,4
millisecond,3,3,3,3
mindset,3,3,3,3
minefield,4,3,3,3.333
miner,4,4,4,4
mineral,4,4,4,4
minibus,5,5,5,5
mining,4,4,4,4
minion,3,3,3,3
minister,3,3,3,3
ministry,2,2,2,2
minority,3,3,3,3
minute,3,3,3,3
miracle,3,3,3,3
miscarriage,2,2,2,2
mischief,3,3,3,3
misconception,2,2,2,2
misconduct,2,2,2,2
misdemeanor,2,2,2,2
misery,2,2,2,2
misfortune,2,2,2,2
misgiving,2,2,2,2
mishap,3,3,3,3
misinformation,2,2,2,2
mismanagement,2,2,2,2
misrepresentation,2,2,2,2
missile,5,5,5,5
mission,3,3,3,3
missionary,3,3,3,3
mistress,3,3,3,3
misunderstanding,2,2,2,2
mite,5,5,5,5
mitigation,2,2,2,2
mitt,5,5,5,5
mixer,5,5,5,5
mixture,4,4,4,4
mobility,3,3,3,3
mobilization,3,3,3,3
mockery,2,2,2,2
mode,3,3,3,3
modeling,3,3,3,3
modem,4,4,4,4
moderation,3,3,3,3
moderator,3,3,3,3
modernism,2,2,2,2
modernization,3,3,2,2.667
modesty,2,2,2,2
modification,3,3,3,3
modifier,3,2,3,2.667
modulation,3,3,3,3
module,3,3,3,3
moisture,4,4,4,4
mole,4,4,4,4
molecule,3,3,3,3
mom,5,5,5,5
moment,3,3,3,3
momentum,3,3,3,3
mommy,4,4,4,4
monarch,3,3,3,3
monarchy,2,2,2,2
monastery,4,4,4,4
money,4,4,4,4
moniker,3,3,3,3
monk,4,4,4,4
monkey,5,5,5,5
monograph,2,2,2,2
monologue,3,3,3,3
monopoly,2,2,2,2
monoxide,2,2,2,2
monsoon,4,4,4,4
monster,4,4,4,4
montage,3,3,3,3
month,3,3,3,3
monument,5,5,5,5
mood,3,3,3,3
moon,5,5,5,5
moose,5,5,5,5
morale,3,3,3,3
morality,2,2,2,2
moratorium,2,2,2,2
morbidity,2,2,2,2
morning,4,4,4,4
moron,2,2,2,2
morph,3,3,3,3
morphine,3,4,3,3.333
mortality,2,2,2,2
mortgage,2,2,2,2
mosaic,4,4,4,4
mosque,4,4,4,4
mosquito,5,5,5,5
motel,5,5,5,5
moth,5,5,5,5
mother,5,5,4,4.667
motherhood,3,3,3,3
motif,3,3,3,3
motion,4,4,4,4
motivation,3,3,3,3
motive,3,3,3,3
motorbike,5,5,5,5
motorcycle,5,5,5,5
motorcyclist,5,5,5,5
motorist,4,4,4,4
motorway,5,5,5,5
motto,3,3,3,3
mound,5,5,5,5
mountain,5,5,5,5
mouse,5,5,5,5
moustache,5,4,5,4.667
mouth,5,5,5,5
mouthful,4,4,4,4
mouthpiece,4,4,4,4
movement,4,4,4,4
mover,4,4,4,4
movie,5,5,5,5
mower,5,5,5,5
mucus,5,5,5,5
mud,5,5,5,5
muffin,5,5,5,5
mule,5,5,5,5
multimedia,3,3,3,3
multiplication,3,3,3,3
multiplicity,2,2,2,2
multitude,3,3,3,3
mummy,4,4,4,4
municipality,2,3,3,2.667
munitions,3,3,3,3
mural,5,5,4,4.667
murderer,5,5,5,5
muscle,5,5,5,5
museum,4,4,4,4
music,4,4,4,4
musician,4,4,4,4
mussel,5,5,5,5
mutation,3,3,3,3
mutilation,2,2,2,2
mystery,3,3,3,3
mysticism,2,2,2,2
myth,2,2,2,2
mythology,2,2,2,2
namesake,3,3,3,3
nanny,4,4,4,4
napkin,5,5,5,5
narration,3,3,3,3
narrator,3,3,3,3
nation,3,3,3,3
nationalism,2,2,2,2
nationality,3,2,3,2.667
nativity,3,3,3,3
naturalist,3,3,3,3
nature,4,4,4,4
nausea,3,3,3,3
navigation,3,3,3,3
navigator,3,3,3,3
navy,4,4,4,4
nebula,3,3,3,3
necessity,2,3,3,2.667
neck,5,5,5,5
necklace,5,5,5,5
nectar,5,5,5,5
needle,5,5,5,5
negation,2,2,2,2
negativity,2,2,2,2
negligence,2,2,2,2
negotiation,3,3,3,3
negotiator,3,3,3,3
neighbor,4,4,4,4
neighborhood,4,4,4,4
nemesis,3,2,3,2.667
neon,5,5,5,5
nephew,4,4,4,4
nerd,3,3,3,3
nerve,3,3,3,3
nervousness,2,2,2,2
network,3,3,3,3
networking,3,3,3,3
neurologist,3,3,3,3
neuron,4,4,4,4
neurotransmitter,2,2,2,2
neutrality,2,2,2,2
neutron,2,2,2,2
newcomer,4,4,4,4
news,3,3,3,3
newsletter,3,3,3,3
newspaper,5,5,5,5
newsroom,4,4,4,4
nexus,2,2,2,2
niche,3,3,3,3
nicotine,4,4,4,4
niece,4,4,4,4
nigger,1,1,1,1
night,4,4,4,4
nightclub,4,4,5,4.333
nightlife,4,4,4,4
nightmare,3,3,3,3
nighttime,4,4,4,4
nipple,5,5,5,5
nitrate,2,2,2,2
nitrite,2,2,2,2
nitrogen,3,2,2,2.333
nobility,2,2,2,2
nobleman,3,3,3,3
node,3,3,3,3
noise,4,5,4,4.333
nomad,4,4,4,4
nomination,3,2,3,2.667
nominee,3,3,3,3
nonfiction,4,3,4,3.667
noodle,5,5,5,5
nook,4,4,4,4
noon,4,4,4,4
norm,2,3,2,2.333
normality,2,2,2,2
nose,5,5,5,5
nostalgia,3,3,3,3
nostril,5,5,5,5
notation,2,2,2,2
notebook,5,5,5,5
notification,3,3,3,3
notion,2,2,2,2
notoriety,2,2,2,2
noun,2,2,2,2
nourishment,3,3,3,3
novelist,3,3,3,3
novelty,3,3,3,3
novice,3,3,3,3
nozzle,5,5,5,5
nuance,3,2,2,2.333
nucleus,3,3,3,3
nudist,3,3,3,3
nudity,4,4,4,4
nugget,5,5,5,5
nuke,4,4,4,4
number,3,3,3,3
nun,4,4,4,4
nursery,4,4,4,4
nursing,4,4,4,4
nut,5,5,5,5
nutrition,3,3,3,3
nutritionist,3,3,3,3
nutshell,4,4,4,4
nylon,5,5,5,5
nymph,2,2,2,2
oak,5,5,5,5
oar,5,5,5,5
oasis,4,4,4,4
oat,5,5,5,5
oath,2,2,2,2
obedience,3,3,3,3
obesity,2,2,2,2
obituary,2,2,2,2
objection,2,2,2,2
objectivity,2,2,2,2
objector,3,3,3,3
obligation,2,2,2,2
oblivion,2,2,2,2
obscenity,2,2,2,2
obscurity,2,2,2,2
observance,3,3,3,3
observation,3,3,3,3
observatory,4,4,4,4
observer,3,3,3,3
obsession,2,2,2,2
obstacle,4,4,4,4
obstruction,3,3,3,3
occasion,3,3,3,3
occupancy,3,3,3,3
occupant,3,3,3,3
occupation,3,3,3,3
occurrence,3,3,3,3
ocean,5,5,5,5
octopus,5,5,5,5
oddity,3,3,3,3
ode,2,2,2,2
odor,5,5,5,5
odyssey,3,3,3,3
offence,3,3,3,3
offender,3,3,3,3
offense,3,3,3,3
office,5,4,4,4.333
officer,4,4,4,4
offshoot,3,3,3,3
offspring,4,4,4,4
ohm,2,2,2,2
oil,5,5,5,5
ointment,5,5,5,5
oldie,3,3,3,3
omega,2,2,2,2
omen,2,2,2,2
omission,2,2,2,2
oncologist,3,3,3,3
oncology,2,2,2,2
oneness,2,2,2,2
onion,5,5,5,5
onlooker,4,4,4,4
onset,3,3,3,3
onslaught,3,3,3,3
opacity,3,3,3,3
opener,3,3,3,3
